ID;Half;Event;Player;Team;"Video time";"Football time";"X coordinate";"Y coordinate";Details
414;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1170.966;1170.5;0.5196;0.6422;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
415;"1st half";pass_received;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";1172.566;1172.1;0.594;0.6651;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
416;"1st half";pass;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";1177.133;1176.666;0.6417;0.8214;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
417;"1st half";pass_received;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";1178.2;1177.733;0.6461;0.9684;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
418;"1st half";take_on_against;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1179.133;1178.666;0.1589;0.0959;"{""outcome"":""fail""}"
419;"1st half";take_on;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";1179.133;1178.666;0.8411;0.9041;"{""third"":""final"",""outcome"":""success""}"
420;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";1180.766;1180.3;0.9095;0.9087;"{""cross"":""cross"",""third"":""final"",""length"":""medium"",""restart"":""no"",""key_pass"":""key_pass"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
421;"1st half";pass_received;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";1182.033;1181.566;0.9185;0.5548;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
422;"1st half";shot;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";1182.066;1181.6;0.914;0.5502;"{""body_part"":""right-foot"",""inside_pa"":""inside_pa"",""on_target"":""blocked"",""restart"":""no"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
423;"1st half";block;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1182.333;1181.866;0.0815;0.4957;"{""body_part"":""other"",""block_type"":""after_shot"",""under_pressure"":""under_pressure""}"
424;"1st half";ball_out_of_play;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";1184.666;1184.2;0.9854;0.598;
425;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";1200.7;1200.233;0.0518;0.4957;"{""third"":""defensive"",""length"":""short"",""gk_pass"":""kick-from-hand"",""restart"":""goal-kick"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
426;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1202.133;1201.666;0.0682;0.6612;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
427;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1206.1;1205.633;0.1262;0.652;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
428;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";1207.333;1206.866;0.0339;0.5669;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
429;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";1208.266;1207.8;0.0384;0.5555;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
430;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";1210.066;1209.6;0.1128;0.2384;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
431;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";1211.533;1211.066;0.1336;0.2521;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
432;"1st half";pass_received;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1212.866;1212.4;0.3196;0.0339;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
433;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1214.4;1213.933;0.3286;0.027;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
434;"1st half";pass_received;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";1215.5;1215.033;0.458;0.2016;"{""body_part"":""right-foot"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
435;"1st half";recovery;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";1216.9;1216.433;0.5241;0.7869;"{""body_part"":""right-foot"",""outcome"":""success""}"
436;"1st half";pass;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";1218.1;1217.633;0.5301;0.78;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
437;"1st half";pass_received;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1218.766;1218.3;0.4795;0.672;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
438;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1219.133;1218.666;0.4854;0.6674;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
439;"1st half";pass_received;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1219.866;1219.4;0.5449;0.7157;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
440;"1st half";pass;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1219.9;1219.433;0.5435;0.7065;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
441;"1st half";pass_received;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";1221.166;1220.7;0.475;0.7456;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
442;"1st half";pass;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";1221.2;1220.733;0.4735;0.7364;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
443;"1st half";pass_received;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1222.5;1222.033;0.5435;0.587;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
444;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1225.366;1224.9;0.6119;0.4675;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
445;"1st half";pass_received;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";1227.233;1226.766;0.4616;0.2791;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
446;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";1228;1227.533;0.4646;0.2676;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
447;"1st half";pass_received;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1229.066;1228.6;0.539;0.4216;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
448;"1st half";pass;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1229.1;1228.633;0.542;0.4078;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
449;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";1230.666;1230.2;0.5762;0.1849;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
450;"1st half";tackle;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";1232.066;1231.6;0.4774;0.8404;"{""body_part"":""other"",""tackle_type"":""standing""}"
451;"1st half";foul;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";1233.133;1232.666;0.4958;0.178;"{""foul_type"":""won"",""outcome"":""success""}"
452;"1st half";foul;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";1233.133;1232.666;0.5042;0.822;"{""foul_type"":""committed"",""outcome"":""fail""}"
453;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";1245.833;1245.366;0.411;0.1803;"{""third"":""middle"",""length"":""short"",""restart"":""free-kick"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
454;"1st half";pass_received;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1246.7;1246.233;0.4051;0.2998;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
455;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1246.733;1246.266;0.3946;0.2883;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
456;"1st half";pass_received;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";1247.6;1247.133;0.3693;0.1757;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
457;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";1248.566;1248.1;0.3664;0.1206;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
458;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";1249.233;1248.766;0.4214;0.0447;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
459;"1st half";pass;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";1249.3;1248.833;0.4393;0.0424;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
460;"1st half";pass_received;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1250.3;1249.833;0.4929;0.1481;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
461;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1250.333;1249.866;0.4854;0.132;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
462;"1st half";recovery;"11. Tevan THOR EENSALU";"ESTONIA NATIONAL TEAM U17";1251.733;1251.266;0.6083;0.7875;"{""body_part"":""right-foot"",""outcome"":""success""}"
463;"1st half";pass;"11. Tevan THOR EENSALU";"ESTONIA NATIONAL TEAM U17";1251.766;1251.3;0.6024;0.7669;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
464;"1st half";interception;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1252.366;1251.9;0.3813;0.2998;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
465;"1st half";pass;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1253.7;1253.233;0.3976;0.286;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
466;"1st half";recovery;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1256.733;1256.266;0.542;0.2217;"{""body_part"":""right-foot"",""outcome"":""success""}"
467;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1256.766;1256.3;0.5568;0.1918;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
468;"1st half";pass_received;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";1258.3;1257.833;0.6848;0.1045;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
469;"1st half";take_on_against;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";1258.7;1258.233;0.2943;0.9001;"{""outcome"":""success""}"
470;"1st half";take_on;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";1258.7;1258.233;0.7057;0.0999;"{""third"":""final"",""outcome"":""fail""}"
471;"1st half";tackle;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";1259.1;1258.633;0.281;0.9305;"{""body_part"":""right-foot"",""tackle_type"":""sliding"",""outcome"":""success""}"
472;"1st half";clearance;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";1260;1259.533;0.2869;0.9484;"{""body_part"":""right-foot"",""under_pressure"":""under_pressure""}"
473;"1st half";recovery;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1262.9;1262.433;0.5747;0.0792;"{""body_part"":""right-foot"",""outcome"":""success""}"
474;"1st half";pass;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1264.5;1264.033;0.4869;0.116;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
475;"1st half";pass_received;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";1266.533;1266.066;0.2384;0.2906;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
476;"1st half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";1267.566;1267.1;0.2339;0.3067;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
477;"1st half";pass_received;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";1269.333;1268.866;0.1238;0.4537;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
478;"1st half";pass;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";1269.366;1268.9;0.1283;0.44;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
479;"1st half";ball_out_of_play;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";1272.1;1271.633;0.0807;0.0378;
480;"1st half";pass;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";1297.866;1297.4;0.8658;0.9782;"{""third"":""final"",""length"":""medium"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
481;"1st half";interception;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1299.266;1298.8;0.0509;0.2952;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
482;"1st half";clearance;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1299.3;1298.833;0.0628;0.2699;"{""body_part"":""left-foot"",""under_pressure"":""under_pressure""}"
483;"1st half";recovery;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";1300.966;1300.5;0.7036;0.737;"{""body_part"":""right-foot"",""outcome"":""success""}"
484;"1st half";pass;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";1301;1300.533;0.6961;0.7324;"{""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
485;"1st half";pass_received;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";1304.3;1303.833;0.6589;0.5233;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
486;"1st half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";1306.233;1305.766;0.6798;0.4865;"{""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
487;"1st half";pass_received;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";1307.633;1307.166;0.6917;0.5991;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
488;"1st half";pass;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";1307.666;1307.2;0.6708;0.6037;"{""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
489;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";1310.233;1309.766;0.5443;0.2682;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
490;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";1311.1;1310.633;0.5399;0.2475;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
491;"1st half";pass_received;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1314.333;1313.866;0.6723;0.0453;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
492;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1317.966;1317.5;0.8107;0.0293;"{""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
